satisfaction_level,last_evaluation,number_project,average_monthly_hours,left,cluster,Emp_Id
0.93,0.89,3,255,0,0,IND11905
0.96,0.62,4,253,0,0,IND27459
0.16,0.68,5,149,0,2,IND28486
0.21,0.85,6,285,0,2,IND09150
0.69,0.54,3,164,0,1,IND11074
0.66,0.96,3,243,0,0,IND0827
0.67,0.39,2,207,0,1,IND03669
0.85,0.58,4,186,0,0,IND04079
0.37,0.92,4,211,0,0,IND15193
0.64,0.64,2,190,0,1,IND06775
0.91,0.82,2,241,0,0,IND33247
0.96,0.68,3,206,0,0,IND01738
0.74,0.7,4,273,0,0,IND41193
0.94,0.99,2,157,0,0,IND01579
0.37,0.72,3,183,0,1,IND36956
0.92,0.85,3,151,0,0,IND30437
0.86,0.72,3,217,0,0,IND40005
0.66,0.49,5,235,0,0,IND11572
0.19,0.61,4,127,0,1,IND44541
0.65,0.61,5,167,0,0,IND19264
0.92,0.44,3,260,0,0,IND38391
0.83,0.8,3,240,0,0,IND05654
0.94,0.82,4,187,0,0,IND16626
0.42,0.69,3,126,0,1,IND25741
0.78,0.53,6,168,0,0,IND13796
0.58,0.76,4,197,0,0,IND12542
0.5,0.64,2,170,0,1,IND29395
0.82,0.76,3,219,0,0,IND39645
0.97,0.92,6,137,0,0,IND30461
0.8,0.93,3,225,0,0,IND35319
0.82,0.84,3,194,0,0,IND10110
0.95,0.99,5,251,0,0,IND11808
0.88,0.51,5,195,0,0,IND15946
0.5,0.86,3,180,0,0,IND21842
0.53,0.8,2,225,0,0,IND35112
0.82,0.74,3,229,0,0,IND16306
0.15,0.74,6,144,0,2,IND16949
0.92,0.7,3,129,0,1,IND20343
0.53,0.74,3,172,0,1,IND42360
0.58,1.0,4,220,0,0,IND28219
0.88,0.74,3,273,0,0,IND37332
0.85,0.72,3,245,0,0,IND37691
0.99,0.68,5,264,0,0,IND13411
0.94,0.73,3,268,0,0,IND33470
0.63,0.94,3,172,0,0,IND02334
0.85,0.9,3,245,0,0,IND09986
0.95,0.66,5,192,0,0,IND12240
0.71,0.66,3,268,0,0,IND13005
0.49,0.88,4,244,0,0,IND31039
0.71,0.69,4,222,0,0,IND05832
0.52,0.62,5,239,0,0,IND33546
0.48,0.72,3,143,0,1,IND35161
0.82,0.79,3,160,0,0,IND15275
0.83,0.76,2,255,0,0,IND28311
0.85,0.87,4,152,0,0,IND41629
0.57,0.64,4,226,0,0,IND30051
0.16,0.63,5,266,0,2,IND01235
0.85,0.64,5,256,0,0,IND04284
0.82,0.67,3,198,0,0,IND18736
0.9,0.89,4,254,0,0,IND41225
0.92,0.64,2,104,0,1,IND05770
0.9,0.48,4,136,0,1,IND11397
0.82,0.8,5,205,0,0,IND16436
0.84,0.81,4,236,0,0,IND09375
0.92,0.65,3,176,0,0,IND36071
0.82,0.82,3,148,0,0,IND06210
0.8,0.8,4,146,0,0,IND16718
0.6,0.85,3,242,0,0,IND24893
0.14,0.38,5,115,0,1,IND10995
0.85,0.89,4,150,0,0,IND26544
0.55,0.81,3,239,0,0,IND44216
0.49,0.71,4,178,0,1,IND07162
0.82,0.58,5,263,0,0,IND12071
0.59,0.77,3,272,0,0,IND31215
0.9,0.82,3,133,0,0,IND12648
0.62,0.72,3,149,0,1,IND09077
0.61,0.68,3,193,0,1,IND29298
0.52,0.55,5,174,0,1,IND33802
0.79,0.87,4,223,0,0,IND01768
0.49,0.89,4,201,0,0,IND12712
0.73,0.67,2,139,0,1,IND03805
0.67,0.49,5,241,0,0,IND20102
0.52,0.61,4,187,0,1,IND40785
0.72,0.64,4,192,0,0,IND18710
0.48,0.5,5,142,0,1,IND23526
0.19,0.79,4,229,0,2,IND43788
0.49,0.49,3,104,0,1,IND02997
0.9,0.76,3,255,0,0,IND05061
0.49,0.49,4,212,0,1,IND32967
0.6,0.53,2,235,0,1,IND26000
0.62,0.85,3,237,0,0,IND27019
0.64,0.5,4,253,0,0,IND39220
0.22,0.94,3,193,0,0,IND11553
0.9,0.55,3,259,0,0,IND27902
0.74,0.95,5,266,0,0,IND20225
0.85,0.54,3,185,0,1,IND21417
0.33,0.65,3,172,0,1,IND22551
0.5,0.73,4,180,0,0,IND26657
0.38,0.53,2,157,1,1,IND40236
0.8,0.86,5,262,1,0,IND02626
0.11,0.88,7,272,1,2,IND10099
0.72,0.87,5,223,1,0,IND07014
0.37,0.52,2,159,1,1,IND20864
0.41,0.5,2,153,1,1,IND33041
0.1,0.77,6,247,1,2,IND26983
0.92,0.85,5,259,1,0,IND22810
0.89,1.0,5,224,1,0,IND26757
0.42,0.53,2,142,1,1,IND34867
0.45,0.54,2,135,1,1,IND36881
0.11,0.81,6,305,1,2,IND10921
0.84,0.92,4,234,1,0,IND14405
0.41,0.55,2,148,1,1,IND16557
0.36,0.56,2,137,1,1,IND43425
0.38,0.54,2,143,1,1,IND0112
0.45,0.47,2,160,1,1,IND07308
0.78,0.99,4,255,1,0,IND20155
0.45,0.51,2,160,1,1,IND21974
0.76,0.89,5,262,1,0,IND14841
0.11,0.83,6,282,1,2,IND21222
0.38,0.55,2,147,1,1,IND31038
0.09,0.95,6,304,1,2,IND02503
0.46,0.57,2,139,1,1,IND02979
0.4,0.53,2,158,1,1,IND12091
0.89,0.92,5,242,1,0,IND31970
0.82,0.87,4,239,1,0,IND21622
0.4,0.49,2,135,1,1,IND10289
0.41,0.46,2,128,1,1,IND37237
0.38,0.5,2,132,1,1,IND23485
0.09,0.62,6,294,1,2,IND31469
0.45,0.57,2,134,1,1,IND25409
0.4,0.51,2,145,1,1,IND01784
0.45,0.55,2,140,1,1,IND06371
0.84,0.87,4,246,1,0,IND15395
0.1,0.94,6,255,1,2,IND18088
0.38,0.46,2,137,1,1,IND40610
0.45,0.5,2,126,1,1,IND17528
0.11,0.89,6,306,1,2,IND28262
0.41,0.54,2,152,1,1,IND40154
0.87,0.88,5,269,1,0,IND20291
0.45,0.48,2,158,1,1,IND33299
0.4,0.46,2,127,1,1,IND07346
0.1,0.8,7,281,1,2,IND11824
0.09,0.89,6,276,1,2,IND19932
0.84,0.74,3,182,1,0,IND32048
0.4,0.55,2,147,1,1,IND33089
0.57,0.7,3,273,1,0,IND02635
0.4,0.54,2,148,1,1,IND12546
0.43,0.47,2,147,1,1,IND44067
0.13,0.78,6,152,1,2,IND33183
0.44,0.55,2,135,1,1,IND42524
0.38,0.55,2,134,1,1,IND35733
0.39,0.54,2,132,1,1,IND41025
0.1,0.92,7,307,1,2,IND21297
0.37,0.46,2,140,1,1,IND23272
0.11,0.94,7,255,1,2,IND41083
0.1,0.81,6,309,1,2,IND43803
0.38,0.54,2,128,1,1,IND34681
0.85,1.0,4,225,1,0,IND42802
0.85,0.91,5,226,1,0,IND05773
0.11,0.93,7,308,1,2,IND17752
0.1,0.95,6,244,1,2,IND24256
0.36,0.56,2,132,1,1,IND36246
0.11,0.94,6,286,1,2,IND16270
0.81,0.7,6,161,1,0,IND18761
0.43,0.54,2,153,1,1,IND32137
0.9,0.98,4,264,1,0,IND40718
0.76,0.86,5,223,1,0,IND08037
0.43,0.5,2,135,1,1,IND16160
0.74,0.99,2,277,1,0,IND14894
0.09,0.77,5,275,1,2,IND03896
0.45,0.49,2,149,1,1,IND07985
0.09,0.87,7,295,1,2,IND41697
0.11,0.97,6,277,1,2,IND03713
0.11,0.79,7,306,1,2,IND42136
0.1,0.83,6,295,1,2,IND20807
0.4,0.54,2,137,1,1,IND33770
0.43,0.56,2,157,1,1,IND10742
0.39,0.56,2,142,1,1,IND09835
0.45,0.54,2,140,1,1,IND09698
0.38,0.49,2,151,1,1,IND33678
0.79,0.59,4,139,1,1,IND35607
0.84,0.85,4,249,1,0,IND05982
0.11,0.77,6,291,1,2,IND36971
0.11,0.87,6,305,1,2,IND39862
0.17,0.84,5,232,1,2,IND35711
0.44,0.45,2,132,1,1,IND18539
0.37,0.57,2,130,1,1,IND42972
0.1,0.79,6,291,1,2,IND35632
0.4,0.5,2,130,1,1,IND06692
0.89,1.0,5,246,1,0,IND30140
0.42,0.48,2,143,1,1,IND32904
0.46,0.55,2,129,1,1,IND03513
0.09,0.83,6,255,1,2,IND27054
0.37,0.51,2,155,1,1,IND30787
0.1,0.77,6,265,1,2,IND37516
0.1,0.84,6,279,1,2,IND15954
0.11,0.97,6,284,1,2,IND03575
0.9,1.0,5,221,1,0,IND07647
0.38,0.52,2,154,1,1,IND25097
0.36,0.52,2,147,1,1,IND08744
0.42,0.46,2,150,1,1,IND25708
0.09,0.94,7,267,1,2,IND25391
0.43,0.52,2,158,1,1,IND28000
0.24,0.46,7,224,1,2,IND03633
0.91,1.0,4,257,1,0,IND15331
0.44,0.5,2,148,1,1,IND16154
0.71,0.87,3,177,1,0,IND39900
0.4,0.49,2,155,1,1,IND14822
0.43,0.47,2,144,1,1,IND43135
0.09,0.85,6,289,1,2,IND0518
0.43,0.52,2,160,1,1,IND15691
0.9,0.96,4,258,1,0,IND13700
0.84,1.0,5,234,1,0,IND39640
0.37,0.48,2,137,1,1,IND17107
0.86,0.68,5,263,1,0,IND42695
0.11,0.84,6,251,1,2,IND11122
0.37,0.57,2,133,1,1,IND16392
0.4,0.46,2,132,1,1,IND32680
0.14,0.62,4,158,1,1,IND39259
0.4,0.46,2,135,1,1,IND40893
0.75,1.0,4,216,1,0,IND09726
0.11,0.84,6,300,1,2,IND21325
0.46,0.49,2,138,1,1,IND05282
0.11,0.92,6,260,1,2,IND20826
0.38,0.49,2,132,1,1,IND01326
0.7,0.89,3,183,1,0,IND0491
0.09,0.82,6,250,1,2,IND18465
0.37,0.45,2,151,1,1,IND28319
0.1,0.83,6,292,1,2,IND31571
0.38,0.57,2,140,1,1,IND14504
0.9,1.0,5,221,1,0,IND18445
0.44,0.51,2,138,1,1,IND23919
0.36,0.5,2,132,1,1,IND24202
0.31,0.84,7,133,1,2,IND14903
0.1,0.84,6,283,1,2,IND30360
0.42,0.48,2,129,1,1,IND06373
0.74,1.0,4,249,1,0,IND08877
0.73,0.87,5,257,1,0,IND17004
0.09,0.96,6,245,1,2,IND39246
0.45,0.53,2,155,1,1,IND0392
0.11,0.8,6,256,1,2,IND32821
0.37,0.47,2,152,1,1,IND06694
0.84,0.99,4,267,1,0,IND28655
0.41,0.46,2,151,1,1,IND29339
0.76,0.92,4,239,1,0,IND38793
0.11,0.87,6,306,1,2,IND11038
0.84,0.88,4,263,1,0,IND03917
0.39,0.5,2,147,1,1,IND10278
0.11,0.91,6,278,1,2,IND13648
0.45,0.56,2,154,1,1,IND33624
0.37,0.52,2,143,1,1,IND04153
0.4,0.52,2,155,1,1,IND12611
0.39,0.48,2,160,1,1,IND22861
0.11,0.8,6,304,1,2,IND05307
0.83,1.0,5,240,1,0,IND13811
0.11,0.92,6,305,1,2,IND14846
0.39,0.5,2,136,1,1,IND29226
0.45,0.45,2,132,1,1,IND20384
0.1,0.95,7,301,1,2,IND21124
0.9,0.98,5,243,1,0,IND01185
0.45,0.51,2,147,1,1,IND01413
0.79,0.89,5,239,1,0,IND13786
0.9,0.99,5,260,1,0,IND34838
0.11,0.84,7,296,1,2,IND40653
0.43,0.55,2,129,1,1,IND42591
0.31,0.54,5,132,1,1,IND38261
0.32,0.5,2,135,1,1,IND28524
0.45,0.57,2,158,1,1,IND39358
0.81,0.99,4,259,1,0,IND39472
0.41,0.46,2,160,1,1,IND24879
0.11,0.78,7,278,1,2,IND09201
0.1,0.88,6,284,1,2,IND21446
0.7,0.53,2,274,1,0,IND32527
0.54,0.74,4,164,1,1,IND39347
0.41,0.48,2,148,1,1,IND38579
0.38,0.5,2,140,1,1,IND10197
0.37,0.51,2,127,1,1,IND27672
0.11,0.85,6,308,1,2,IND32921
0.4,0.47,2,146,1,1,IND14061
0.1,0.84,6,261,1,2,IND24650
0.89,0.99,5,257,1,0,IND43995
0.11,0.8,6,285,1,2,IND10406
0.36,0.55,2,141,1,1,IND20191
0.4,0.46,2,127,1,1,IND26350
0.09,0.85,6,297,1,2,IND41234
0.4,0.46,2,143,1,1,IND24915
0.37,0.55,2,152,1,1,IND28958
0.44,0.51,2,156,1,1,IND02371
0.09,0.8,7,283,1,2,IND11832
0.92,0.87,4,226,1,0,IND34477
0.74,0.91,4,232,1,0,IND06836
0.09,0.82,6,249,1,2,IND17444
0.89,0.95,4,275,1,0,IND25519
0.09,0.8,6,304,1,2,IND21612
0.27,0.54,7,278,1,2,IND40923
0.1,0.91,6,287,1,2,IND27583
0.1,0.89,7,285,1,2,IND27758
0.77,0.94,5,226,1,0,IND32698
0.9,0.82,5,259,1,0,IND39078
0.39,0.5,2,135,1,1,IND30724
0.76,1.0,5,219,1,0,IND40861
0.1,0.93,6,256,1,2,IND20249
0.87,0.9,5,254,1,0,IND03506
0.38,0.5,2,153,1,1,IND10050
0.77,0.99,5,228,1,0,IND16769
0.78,0.87,4,228,1,0,IND08016
0.44,0.5,2,128,1,1,IND15058
0.38,0.52,2,153,1,1,IND29208
0.43,0.46,2,156,1,1,IND10750
0.39,0.5,4,294,1,2,IND07618
0.88,1.0,5,219,1,0,IND01857
0.45,0.46,2,153,1,1,IND15882
0.4,0.53,2,151,1,1,IND30617
0.36,0.51,2,155,1,1,IND37694
0.36,0.48,2,158,1,1,IND40267
0.9,0.98,5,245,1,0,IND19579
0.43,0.53,2,131,1,1,IND09566
0.89,0.87,5,225,1,0,IND25637
0.1,0.84,6,286,1,2,IND02174
0.37,0.5,2,135,1,1,IND07943
0.37,0.51,2,153,1,1,IND26436
0.87,0.9,5,252,1,0,IND36872
0.4,0.56,2,149,1,1,IND05632
0.9,0.97,4,258,1,0,IND26557
0.37,0.46,2,158,1,1,IND31053
0.44,0.54,2,149,1,1,IND41329
0.85,0.95,5,236,1,0,IND10781
0.78,0.98,5,239,1,0,IND24093
0.42,0.47,2,159,1,1,IND09542
0.92,0.99,5,255,1,0,IND43038
0.11,0.83,6,244,1,2,IND05926
0.42,0.56,2,134,1,1,IND08015
0.48,0.57,4,270,1,0,IND16449
0.83,0.85,4,255,1,0,IND07119
0.4,0.53,2,151,1,1,IND11671
0.43,0.45,2,135,1,1,IND37681
0.43,0.53,2,146,1,1,IND38061
0.1,0.97,7,254,1,2,IND08949
0.1,0.87,7,289,1,2,IND31912
0.37,0.46,2,156,1,1,IND07609
0.38,0.53,2,156,1,1,IND15123
0.4,0.5,2,128,1,1,IND07804
0.89,0.86,5,275,1,0,IND09278
0.45,0.46,2,155,1,1,IND14127
0.37,0.48,2,159,1,1,IND32826
0.46,0.49,2,148,1,1,IND03997
0.87,0.91,4,228,1,0,IND22911
0.11,0.84,6,298,1,2,IND36329
0.79,0.87,5,261,1,0,IND37382
0.79,0.92,5,254,1,0,IND19456
0.19,0.59,7,192,1,2,IND27813
0.87,0.98,4,248,1,0,IND14637
0.6,0.92,2,258,1,0,IND21076
0.44,0.45,2,156,1,1,IND40284
0.11,0.81,6,266,1,2,IND086
0.42,0.54,2,156,1,1,IND17452
0.88,0.88,5,232,1,0,IND27636
0.11,0.84,6,287,1,2,IND35013
0.46,0.46,2,154,1,1,IND32496
0.82,0.97,5,263,1,0,IND38450
0.44,0.56,2,131,1,1,IND25651
0.11,0.78,6,260,1,2,IND27426
0.42,0.5,2,139,1,1,IND44461
0.84,0.93,4,251,1,0,IND27857
0.11,0.95,6,286,1,2,IND44405
0.45,0.53,2,129,1,1,IND20379
0.38,0.56,2,156,1,1,IND29684
0.38,0.86,6,139,1,2,IND32145
0.44,0.51,2,127,1,1,IND02574
0.11,0.84,6,251,1,2,IND08212
0.81,0.93,5,270,1,0,IND41003
0.09,0.96,6,296,1,2,IND29196
0.11,0.9,6,254,1,2,IND35772
0.81,0.95,5,238,1,0,IND27874
0.1,0.97,6,267,1,2,IND32060
0.74,0.89,5,229,1,0,IND42798
0.09,0.78,6,254,1,2,IND38279
0.82,0.81,4,233,1,0,IND15529
0.1,0.98,6,268,1,2,IND19886
0.27,0.56,3,301,1,2,IND15357
0.83,0.92,5,267,1,0,IND05871
0.1,0.93,6,289,1,2,IND10640
0.38,0.47,2,144,1,1,IND13953
0.4,0.56,2,148,1,1,IND05236
0.11,0.83,6,306,1,2,IND07737
0.11,0.79,6,292,1,2,IND16217
0.82,0.91,5,232,1,0,IND06016
0.36,0.48,2,137,1,1,IND44306
0.4,0.46,2,128,1,1,IND29237
0.87,0.84,5,231,1,0,IND31391
0.41,0.49,2,146,1,1,IND15576
0.11,0.91,6,308,1,2,IND25503
0.1,0.93,6,253,1,2,IND26767
0.38,0.51,2,146,1,1,IND27014
0.39,0.55,2,156,1,1,IND33599
0.4,0.52,2,147,1,1,IND44341
0.45,0.48,2,136,1,1,IND44963
0.74,0.84,5,249,1,0,IND0143
0.45,0.55,2,151,1,1,IND30515
0.12,1.0,3,278,1,2,IND36478
0.1,0.77,7,250,1,2,IND01222
0.37,0.55,2,127,1,1,IND03067
0.89,0.87,5,255,1,0,IND19510
0.45,0.47,2,135,1,1,IND19741
0.37,0.46,2,149,1,1,IND39271
0.11,0.81,5,287,1,2,IND37263
0.41,0.48,2,145,1,1,IND38483
0.1,0.94,6,285,1,2,IND07433
0.1,0.93,7,305,1,2,IND39769
0.11,0.95,7,300,1,2,IND40386
0.4,0.54,2,139,1,1,IND09319
0.41,0.49,2,130,1,1,IND09633
0.1,0.81,6,268,1,2,IND14794
0.73,0.86,4,245,1,0,IND20328
0.43,0.47,2,135,1,1,IND04228
0.37,0.46,2,153,1,1,IND27757
0.11,0.94,6,276,1,2,IND30925
0.4,0.46,2,130,1,1,IND39816
0.41,0.54,2,153,1,1,IND28173
0.82,0.84,5,244,1,0,IND28436
0.61,0.47,2,253,1,1,IND03830
0.11,0.91,7,287,1,2,IND34416
0.37,0.45,2,131,1,1,IND01064
0.41,0.52,2,135,1,1,IND08449
0.37,0.52,2,157,1,1,IND11592
0.88,0.99,5,262,1,0,IND31800
0.1,0.85,6,266,1,2,IND32430
0.44,0.48,2,148,1,1,IND36831
0.38,0.57,2,140,1,1,IND36157
0.11,0.85,7,302,1,2,IND38571
0.09,0.98,6,271,1,2,IND13704
0.45,0.52,2,145,1,1,IND13209
0.1,0.81,6,290,1,2,IND22997
0.45,0.47,2,151,1,1,IND34535
0.77,0.87,5,266,1,0,IND10089
0.44,0.51,2,140,1,1,IND02179
0.39,0.5,2,142,1,1,IND11251
0.1,0.91,6,246,1,2,IND37641
0.09,0.89,7,308,1,2,IND44864
0.37,0.47,2,141,1,1,IND10970
0.9,1.0,5,232,1,0,IND37902
0.41,0.56,2,143,1,1,IND06745
0.37,0.52,2,155,1,1,IND17887
0.1,0.86,6,278,1,2,IND20941
0.81,1.0,4,253,1,0,IND34091
0.11,0.8,6,282,1,2,IND08644
0.11,0.84,7,264,1,2,IND40194
0.4,0.46,2,149,1,1,IND14675
0.09,0.8,6,304,1,2,IND32603
0.48,0.93,3,219,1,0,IND38808
0.91,0.91,4,262,1,0,IND14156
0.43,0.57,2,135,1,1,IND20900
0.33,0.88,6,219,1,2,IND30950
0.41,0.57,2,136,1,1,IND26331
0.41,0.55,2,154,1,1,IND32525
0.37,0.54,2,149,1,1,IND02682
0.31,0.62,6,135,1,2,IND05231
0.09,0.91,6,275,1,2,IND18775
0.1,0.87,6,290,1,2,IND06480
0.76,0.9,4,263,1,0,IND15403
0.41,0.54,2,145,1,1,IND37708
0.72,0.96,5,267,1,0,IND41794
0.4,0.5,2,141,1,1,IND07782
0.91,0.87,4,235,1,0,IND21765
0.1,0.83,6,258,1,2,IND07930
0.4,0.56,2,131,1,1,IND08622
0.82,0.86,5,243,1,0,IND25712
0.1,0.82,6,266,1,2,IND40114
0.37,0.45,2,142,1,1,IND42031
0.36,0.51,2,135,1,1,IND03051
0.39,0.48,2,141,1,1,IND08933
0.36,0.57,2,142,1,1,IND40765
0.86,0.84,5,254,1,0,IND22044
0.73,0.99,5,262,1,0,IND24601
0.56,0.71,4,296,1,0,IND27742
0.44,0.56,2,158,1,1,IND29025
0.31,0.56,4,238,1,1,IND34799
0.77,0.93,4,231,1,0,IND16340
0.44,0.45,2,156,1,1,IND19679
0.38,0.46,2,145,1,1,IND07072
0.45,0.48,2,144,1,1,IND28254
0.38,0.51,2,159,1,1,IND07208
0.36,0.48,2,156,1,1,IND11506
0.75,0.9,5,256,1,0,IND37052
0.1,0.93,6,298,1,2,IND19085
0.1,0.97,6,247,1,2,IND26243
0.45,0.5,2,157,1,1,IND0524
0.42,0.57,2,154,1,1,IND11505
0.78,1.0,4,253,1,0,IND31023
0.45,0.55,2,148,1,1,IND34066
0.84,1.0,4,261,1,0,IND05029
0.11,0.93,6,282,1,2,IND37620
0.42,0.56,2,133,1,1,IND40363
0.45,0.46,2,128,1,1,IND16362
0.46,0.57,2,139,1,1,IND18828
0.09,0.79,6,293,1,2,IND08631
0.87,0.83,4,265,1,0,IND38881
0.1,0.87,6,250,1,2,IND39120
0.91,1.0,5,251,1,0,IND24921
0.76,0.92,4,246,1,0,IND39405
0.74,1.0,5,275,1,0,IND12313
0.92,0.93,5,240,1,0,IND18691
0.76,0.87,5,245,1,0,IND02300
0.47,0.5,4,254,1,1,IND06919
0.73,0.99,5,241,1,0,IND15102
0.09,0.94,6,257,1,2,IND23786
0.91,0.92,4,246,1,0,IND33813
0.82,0.98,4,233,1,0,IND13742
0.28,0.45,6,218,1,2,IND20751
0.84,0.99,4,262,1,0,IND11915
0.45,0.53,2,138,1,1,IND26321
0.45,0.54,2,142,1,1,IND36506
0.91,0.97,5,233,1,0,IND37764
0.42,0.48,2,155,1,1,IND40966
0.82,1.0,4,229,1,0,IND42381
0.11,0.9,6,264,1,2,IND36347
0.42,0.53,3,199,1,1,IND32236
0.82,0.85,4,223,1,0,IND09649
0.09,0.96,6,268,1,2,IND16920
0.1,0.94,6,287,1,2,IND06445
0.86,1.0,5,257,1,0,IND29507
0.4,0.46,2,143,1,1,IND11014
0.45,0.46,2,130,1,1,IND13445
0.42,0.51,2,136,1,1,IND41560
0.74,0.92,4,261,1,0,IND19969
0.55,0.6,3,180,1,1,IND40804
0.37,0.45,2,126,1,1,IND23903
0.41,0.52,2,127,1,1,IND31883
0.89,0.65,5,195,1,0,IND29552
0.41,0.57,2,160,1,1,IND21769
0.44,0.51,2,150,1,1,IND22213
0.87,0.84,4,264,1,0,IND05692
0.1,0.84,6,309,1,2,IND05186
0.41,0.47,2,135,1,1,IND36687
0.11,0.85,6,261,1,2,IND44818
0.43,0.53,2,160,1,1,IND0448
0.77,0.9,4,237,1,0,IND24162
0.41,0.52,2,136,1,1,IND38719
0.41,0.48,2,139,1,1,IND03553
0.36,0.78,2,151,1,1,IND21647
0.77,1.0,5,229,1,0,IND08823
0.81,0.98,5,245,1,0,IND15740
0.39,0.54,2,127,1,1,IND36111
0.09,0.94,6,283,1,2,IND03217
0.44,0.46,2,143,1,1,IND30550
0.1,0.84,5,298,1,2,IND40460
0.36,0.48,2,159,1,1,IND24556
0.81,0.92,5,239,1,0,IND04532
0.81,0.9,4,226,1,0,IND37163
0.85,0.98,5,248,1,0,IND14763
0.1,0.87,6,286,1,2,IND29917
0.37,0.54,2,145,1,1,IND41146
0.09,0.97,7,254,1,2,IND42486
0.44,0.53,2,127,1,1,IND34030
0.86,0.93,5,223,1,0,IND12584
0.77,1.0,4,255,1,0,IND31789
0.41,0.48,2,136,1,1,IND06186
0.4,0.48,2,137,1,1,IND06343
0.43,0.49,2,135,1,1,IND32865
0.43,0.5,2,137,1,1,IND03072
0.8,0.53,3,255,1,0,IND04983
0.8,0.85,4,273,1,0,IND09196
0.82,0.98,5,234,1,0,IND11165
0.37,0.54,2,152,1,1,IND13987
0.37,0.48,2,134,1,1,IND29485
0.09,0.95,6,292,1,2,IND07058
0.9,0.92,5,245,1,0,IND07174
0.41,0.52,2,159,1,1,IND34220
0.1,0.85,6,260,1,2,IND02942
0.44,0.53,2,149,1,1,IND06150
0.89,0.85,5,266,1,0,IND06523
0.42,0.56,2,149,1,1,IND11370
0.87,1.0,5,242,1,0,IND12841
0.45,0.57,2,134,1,1,IND01264
0.11,0.87,5,271,1,2,IND36288
0.09,0.79,6,275,1,2,IND06352
0.76,0.83,5,227,1,0,IND31550
0.11,0.96,7,277,1,2,IND29342
0.37,0.49,2,151,1,1,IND02236
0.1,0.79,6,274,1,2,IND06869
0.77,0.87,4,242,1,0,IND18981
0.42,0.54,2,143,1,1,IND26500
0.38,0.52,2,145,1,1,IND36543
0.32,0.95,5,172,1,2,IND35842
0.38,0.49,2,135,1,1,IND25186
0.19,1.0,4,192,1,2,IND36862
0.1,0.83,7,276,1,2,IND28774
0.76,0.88,4,206,1,0,IND03180
0.53,0.56,4,281,1,0,IND09462
0.39,0.51,2,151,1,1,IND42448
0.11,0.83,6,244,1,2,IND29690
0.1,0.94,6,309,1,2,IND33251
0.84,1.0,5,218,1,0,IND35117
0.82,0.99,4,263,1,0,IND42419
0.1,0.82,6,244,1,2,IND04815
0.59,0.49,7,263,1,2,IND09282
0.44,0.48,2,143,1,1,IND17343
0.89,0.95,2,181,1,0,IND42775
0.91,0.84,5,265,1,0,IND21122
0.66,0.57,5,161,1,1,IND22370
0.11,0.87,7,282,1,2,IND03249
0.43,0.51,2,155,1,1,IND24668
0.78,0.83,4,217,1,0,IND33061
0.11,0.97,6,289,1,2,IND39476
0.83,0.98,4,259,1,0,IND05339
0.39,0.54,2,158,1,1,IND21305
0.38,0.55,2,158,1,1,IND28948
0.37,0.57,2,155,1,1,IND30252
0.44,0.48,2,146,1,1,IND42054
0.53,0.85,2,164,1,1,IND42911
0.09,0.96,6,259,1,2,IND07065
0.11,0.89,6,293,1,2,IND40719
0.83,0.96,5,275,1,0,IND07649
0.88,1.0,5,219,1,0,IND21462
0.1,0.89,6,247,1,2,IND22691
0.09,0.86,7,309,1,2,IND35716
0.44,0.54,2,151,1,1,IND44430
0.39,0.51,2,129,1,1,IND08186
0.87,0.94,4,274,1,0,IND33188
0.74,0.99,4,233,1,0,IND03529
0.1,0.95,7,289,1,2,IND04016
0.74,0.82,4,239,1,0,IND23203
0.75,0.99,5,221,1,0,IND23156
0.41,0.56,2,150,1,1,IND32997
0.41,0.45,2,144,1,1,IND18261
0.09,0.9,7,289,1,2,IND33862
0.09,0.8,6,301,1,2,IND34219
0.39,0.57,2,145,1,1,IND41364
0.4,0.56,2,137,1,1,IND13854
0.37,0.54,2,131,1,1,IND29488
0.1,0.84,6,246,1,2,IND38426
0.43,0.51,2,136,1,1,IND43868
0.75,0.85,5,240,1,0,IND09025
0.37,0.56,2,156,1,1,IND22410
0.11,0.85,6,305,1,2,IND44445
0.45,0.45,2,154,1,1,IND06786
0.87,1.0,5,261,1,0,IND23894
0.11,0.94,7,244,1,2,IND15655
0.45,0.54,2,129,1,1,IND12138
0.81,0.87,4,254,1,0,IND21316
0.77,0.91,5,236,1,0,IND31339
0.89,0.92,5,237,1,0,IND04965
0.43,0.49,2,135,1,1,IND15381
0.78,1.0,5,236,1,0,IND15115
0.37,0.47,2,149,1,1,IND15224
0.37,0.5,2,141,1,1,IND19571
0.85,0.82,4,270,1,0,IND06573
0.41,0.47,2,138,1,1,IND10915
0.11,0.96,6,298,1,2,IND13563
0.75,0.99,5,254,1,0,IND08887
0.82,0.85,5,248,1,0,IND33516
0.79,1.0,5,257,1,0,IND03391
0.43,0.53,2,150,1,1,IND02640
0.1,0.9,7,281,1,2,IND29269
0.46,0.48,2,141,1,1,IND05325
0.43,0.57,2,157,1,1,IND38319
0.43,0.55,2,136,1,1,IND06561
0.11,0.8,7,296,1,2,IND11151
0.09,0.86,6,279,1,2,IND37800
0.37,0.53,2,131,1,1,IND03641
0.4,0.57,2,160,1,1,IND06627
0.1,0.77,7,291,1,2,IND39381
0.41,0.53,2,157,1,1,IND44197
0.79,0.58,3,294,1,0,IND39989
